Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Market_Price,Cost_of_Cultivation,Revenue,Profit,ROI,Crop_encoded,State_encoded,Season_encoded
Cotton(lint),2014,Kharif     ,Himachal Pradesh,4.0,2,1019.9,603.84,1.32,0.39,52000.0,82200.0,20280.0,-61920.0,-75.32846715328468,4,9,1
Arhar/Tur,2014,Kharif     ,Madhya Pradesh,520000.0,506000,891.2,78499200.0,171600.0,0.934583333,6200.0,71370.0,5794.416664599999,-65575.5833354,-91.88115922012051,1,14,1
Cotton(lint),2014,Kharif     ,Madhya Pradesh,637000.0,738000,891.2,96161520.0,210210.0,0.912777778,52000.0,82200.0,47464.444456000005,-34735.555543999995,-42.25736684184914,4,14,1
Arhar/Tur,2014,Kharif     ,Maharashtra,1210200.0,353300,1001.6,182691792.0,399366.0,0.313529412,6200.0,71370.0,1943.8823544,-69426.1176456,-97.2763312955023,1,15,1
Castor seed,2014,Kharif     ,Maharashtra,17300.0,4000,1001.6,2611608.0,5709.0,0.188571429,5300.0,40000.0,999.4285737,-39000.5714263,-97.50142856574999,2,15,1
Cotton(lint),2014,Kharif     ,Maharashtra,4189900.0,3577100,1001.6,632507304.0,1382667.0,0.9664,52000.0,82200.0,50252.8,-31947.199999999997,-38.86520681265206,4,15,1
Arhar/Tur,2014,Kharif     ,Manipur,511.0,507,987.5,77140.56,168.63,0.99,6200.0,71370.0,6138.0,-65232.0,-91.39974779319041,1,16,1
Arhar/Tur,2014,Kharif     ,Mizoram,250.0,212,2029.9,37740.0,82.5,0.92,6200.0,71370.0,5704.0,-65666.0,-92.00784643407594,1,18,1
Cotton(lint),2014,Kharif     ,Mizoram,91.0,58,2029.9,13737.36,30.03,0.644,52000.0,82200.0,33488.0,-48712.0,-59.2603406326034,4,18,1
Arhar/Tur,2014,Kharif     ,Nagaland,3010.0,2710,1333.3,454389.6,993.3,0.883636364,6200.0,71370.0,5478.5454568000005,-65891.4545432,-92.3237418287796,1,19,1
Castor seed,2014,Kharif     ,Nagaland,310.0,210,1333.3,46797.6,102.3,0.624444444,5300.0,40000.0,3309.5555532,-36690.4444468,-91.726111117,2,19,1
Cotton(lint),2014,Kharif     ,Nagaland,120.0,70,1333.3,18115.2,39.6,0.585,52000.0,82200.0,30419.999999999996,-51780.0,-62.99270072992701,4,19,1
Arhar/Tur,2014,Kharif     ,Punjab,2600.0,2390,382.7,392496.0,858.0,0.877777778,6200.0,71370.0,5442.2222236,-65927.7777764,-92.37463608855262,1,22,1
Cotton(lint),2014,Kharif     ,Punjab,420000.0,1342000,382.7,63403200.0,138600.0,3.324444444,52000.0,82200.0,172871.111088,90671.111088,110.30548794160583,4,22,1
Arhar/Tur,2014,Kharif     ,Telangana,219791.0,108665,746.4,33179649.36,72531.03,0.497777778,6200.0,71370.0,3086.2222236000002,-68283.7777764,-95.67574299621691,1,24,1
Arhar/Tur,2014,Rabi       ,Telangana,878.0,614,746.4,132542.88,289.74,0.528571429,6200.0,71370.0,3277.1428597999998,-68092.8571402,-95.40823474877399,1,24,2
Castor seed,2014,Kharif     ,Telangana,49717.0,28724,746.4,7505278.32,16406.61,0.474285714,5300.0,40000.0,2513.7142842000003,-37486.2857158,-93.7157142895,2,24,1
Castor seed,2014,Rabi       ,Telangana,1000.0,576,746.4,150960.0,330.0,0.5025,5300.0,40000.0,2663.2499999999995,-37336.75,-93.341875,2,24,2
Coconut ,2014,Whole Year ,Telangana,439.0,9265095,746.4,66271.44,144.87,21105.0,11000.0,155836.0,232155000.0,231999164.0,148873.92130188146,3,24,4
Cotton(lint),2014,Kharif     ,Telangana,1662925.0,3583327,746.4,251035158.0,548765.25,2.068888889,52000.0,82200.0,107582.22222800001,25382.222228000013,30.87861584914843,4,24,1
Arhar/Tur,2014,Kharif     ,Tripura,2523.0,1820,2015.7,380872.08,832.59,0.72625,6200.0,71370.0,4502.75,-66867.25,-93.69097660081268,1,25,1
Cotton(lint),2014,Kharif     ,Tripura,904.0,1347,2015.7,136467.84,298.32,1.4725,52000.0,82200.0,76570.0,-5630.0,-6.849148418491484,4,25,1
Arhar/Tur,2014,Kharif     ,Uttar Pradesh,286511.0,173971,616.4,43251700.56,94548.63,0.656944444,6200.0,71370.0,4073.0555527999995,-67296.9444472,-94.29304252094718,1,26,1
Cotton(lint),2014,Kharif     ,Uttar Pradesh,6317.0,1886,616.4,953614.32,2084.61,0.294,52000.0,82200.0,15288.0,-66912.0,-81.4014598540146,4,26,1
Arhar/Tur,2014,Kharif     ,Uttarakhand,3150.0,2854,1287.4,475524.0,1039.5,0.7825,6200.0,71370.0,4851.5,-66518.5,-93.20232590724395,1,27,1
Arhar/Tur,2014,Rabi       ,Jharkhand,33169.0,44945,1156.6,5007192.24,10945.77,1.818695652,6200.0,71370.0,11275.9130424,-60094.0869576,-84.20076636906263,1,11,2
Arhar/Tur,2014,Rabi       ,West Bengal,2049.0,2942,1483.5,309317.04,676.17,1.377,6200.0,71370.0,8537.4,-62832.6,-88.03783102143757,1,28,2
Castor seed,2014,Kharif     ,West Bengal,81.0,48,1483.5,12227.76,26.73,0.59,5300.0,40000.0,3127.0,-36873.0,-92.1825,2,28,1
Coconut ,2014,Whole Year ,West Bengal,29680.0,372300000,1483.5,4480492.8,9794.4,12561.52684,11000.0,155836.0,138176795.24,138020959.24,88568.08390872457,3,28,4
Cotton(lint),2014,Kharif     ,West Bengal,615.0,1574,1483.5,92840.4,202.95,2.56,52000.0,82200.0,133120.0,50920.0,61.946472019464714,4,28,1
Arhar/Tur,2015,Kharif     ,Bihar,23543.0,37134,874.0,3717675.13,7769.19,1.595833333,6200.0,71370.0,9894.166664600001,-61475.8333354,-86.13679884461258,1,3,1
Castor seed,2015,Kharif     ,Bihar,43.0,41,874.0,6790.13,14.19,0.968,5300.0,40000.0,5130.4,-34869.6,-87.17399999999999,2,3,1
Arhar/Tur,2015,Kharif     ,Chhattisgarh,65109.0,30601,1136.0,10281362.19,21485.97,0.482962963,6200.0,71370.0,2994.3703706,-68375.6296294,-95.80444112288077,1,4,1
Castor seed,2015,Rabi       ,Chhattisgarh,54.0,17,1136.0,8527.14,17.82,0.278571429,5300.0,40000.0,1476.4285737,-38523.5714263,-96.30892856575,2,4,2
Coconut ,2015,Whole Year ,Chhattisgarh,58.0,0,1136.0,9158.78,19.14,0.0,11000.0,155836.0,0.0,-155836.0,-100.0,3,4,4
Cotton(lint),2015,Whole Year ,Chhattisgarh,49.0,94,1136.0,7737.59,16.17,2.0325,52000.0,82200.0,105690.00000000001,23490.000000000015,28.57664233576644,4,4,4
Arhar/Tur,2015,Kharif     ,Gujarat,229431.0,281835,584.3,36229449.21,75712.23,1.226785714,6200.0,71370.0,7606.0714268,-63763.9285732,-89.34276106655457,1,7,1
Castor seed,2015,Kharif     ,Gujarat,713787.0,1410302,584.3,112714105.2,235549.71,1.929666667,5300.0,40000.0,10227.2333351,-29772.766664900002,-74.43191666225,2,7,1
Cotton(lint),2015,Kharif     ,Gujarat,2721598.0,7542431,584.3,429767540.2,898127.34,2.913333333,52000.0,82200.0,151493.333316,69293.333316,84.29845902189783,4,7,1
Arhar/Tur,2015,Kharif     ,Haryana,4400.0,5000,426.8,694804.0,1452.0,1.127272727,6200.0,71370.0,6989.0909074,-64380.9090926,-90.20724266862827,1,8,1
Castor seed,2015,Kharif     ,Haryana,500.0,400,426.8,78955.0,165.0,0.875,5300.0,40000.0,4637.5,-35362.5,-88.40625,2,8,1
Cotton(lint),2015,Kharif     ,Haryana,615000.0,995000,426.8,97114650.0,202950.0,1.739285714,52000.0,82200.0,90442.857128,8242.857128000003,10.027806725060831,4,8,1
Arhar/Tur,2015,Kharif     ,Himachal Pradesh,45.0,15,1223.2,7105.95,14.85,0.32,6200.0,71370.0,1984.0,-69386.0,-97.22012049880902,1,9,1
Arhar/Tur,2015,Kharif     ,Madhya Pradesh,581000.0,643987,1000.7,91745710.0,191730.0,0.976326531,6200.0,71370.0,6053.2244922,-65316.7755078,-91.51853090626312,1,14,1
Castor seed,2015,Kharif     ,Madhya Pradesh,4000.0,2000,1000.7,631640.0,1320.0,0.5,5300.0,40000.0,2650.0,-37350.0,-93.375,2,14,1
Cotton(lint),2015,Kharif     ,Madhya Pradesh,562000.0,714000,1000.7,88745420.0,185460.0,1.224545455,52000.0,82200.0,63676.363659999995,-18523.636340000005,-22.53483739659368,4,14,1
Arhar/Tur,2015,Kharif     ,Maharashtra,1236900.0,444200,875.7,195318879.0,408177.0,0.341470588,6200.0,71370.0,2117.1176456000003,-69252.8823544,-97.03360285049742,1,15,1
Castor seed,2015,Kharif     ,Maharashtra,11426.0,2136,875.7,1804279.66,3770.58,0.239047619,5300.0,40000.0,1266.9523807,-38733.0476193,-96.83261904825,2,15,1
Cotton(lint),2015,Kharif     ,Maharashtra,4207200.0,3913930,875.7,664358952.0,1388376.0,0.8904,52000.0,82200.0,46300.799999999996,-35899.200000000004,-43.672992700729935,4,15,1
Arhar/Tur,2015,Kharif     ,Manipur,533.0,581,1329.1,84166.03,175.89,1.088888889,6200.0,71370.0,6751.1111118,-64618.8888882,-90.54068780748213,1,16,1
Arhar/Tur,2015,Kharif     ,Mizoram,268.0,250,2310.8,42319.88,88.44,1.038333333,6200.0,71370.0,6437.666664599999,-64932.3333354,-90.97987016309374,1,18,1
Cotton(lint),2015,Kharif     ,Mizoram,176.0,77,2310.8,27792.16,58.08,0.612,52000.0,82200.0,31824.0,-50376.0,-61.284671532846716,4,18,1
Arhar/Tur,2015,Kharif     ,Nagaland,3050.0,2750,1308.3,481625.5,1006.5,0.887272727,6200.0,71370.0,5501.0909074,-65868.9090926,-92.29215229452151,1,19,1
Castor seed,2015,Kharif     ,Nagaland,330.0,220,1308.3,52110.3,108.9,0.62,5300.0,40000.0,3286.0,-36714.0,-91.78500000000001,2,19,1
Cotton(lint),2015,Kharif     ,Nagaland,130.0,80,1308.3,20528.3,42.9,0.615,52000.0,82200.0,31980.0,-50220.0,-61.09489051094891,4,19,1
Arhar/Tur,2015,Kharif     ,Punjab,2600.0,2630,512.6,410566.0,858.0,1.00625,6200.0,71370.0,6238.750000000001,-65131.25,-91.25858203727056,1,22,1
Cotton(lint),2015,Kharif     ,Punjab,339000.0,393000,512.6,53531490.0,111870.0,1.264444444,52000.0,82200.0,65751.111088,-16448.888911999995,-20.010813761557174,4,22,1
Arhar/Tur,2015,Kharif     ,Telangana,247514.0,103903,747.9,39084935.74,81679.62,0.496666667,6200.0,71370.0,3079.3333354,-68290.6666646,-95.68539535463078,1,24,1
Arhar/Tur,2015,Rabi       ,Telangana,1415.0,937,747.9,223442.65,466.95,0.5225,6200.0,71370.0,3239.5,-68130.5,-95.4609780019616,1,24,2
Castor seed,2015,Kharif     ,Telangana,47373.0,16948,747.9,7480670.43,15633.09,0.34875,5300.0,40000.0,1848.375,-38151.625,-95.3790625,2,24,1
Castor seed,2015,Rabi       ,Telangana,601.0,213,747.9,94903.91,198.33,0.338,5300.0,40000.0,1791.4,-38208.6,-95.52149999999999,2,24,2
Cotton(lint),2015,Kharif     ,Telangana,1773256.0,3733072,747.9,280014855.0,585174.48,1.973333333,52000.0,82200.0,102613.333316,20413.333316000004,24.833738827250613,4,24,1
Arhar/Tur,2015,Kharif     ,Tripura,4200.0,2885,2334.4,663222.0,1386.0,0.6925,6200.0,71370.0,4293.5,-67076.5,-93.9841670169539,1,25,1
Cotton(lint),2015,Kharif     ,Tripura,904.0,1365,2334.4,142750.64,298.32,1.49125,52000.0,82200.0,77545.0,-4655.0,-5.6630170316301705,4,25,1
Arhar/Tur,2015,Kharif     ,Uttar Pradesh,264746.0,182359,596.7,41806040.86,87366.18,0.721666667,6200.0,71370.0,4474.333335400001,-66895.6666646,-93.73079258035588,1,26,1
Cotton(lint),2015,Kharif     ,Uttar Pradesh,7688.0,2658,596.7,1214012.08,2537.04,0.307692308,52000.0,82200.0,16000.000016000002,-66199.999984,-80.53527978588806,4,26,1
Arhar/Tur,2015,Kharif     ,Uttarakhand,3334.0,2740,1247.6,526471.94,1100.22,0.750769231,6200.0,71370.0,4654.7692322,-66715.2307678,-93.47797501443185,1,27,1
Arhar/Tur,2015,Rabi       ,Jharkhand,26938.0,31910,1085.6,4253779.58,8889.54,1.520909091,6200.0,71370.0,9429.6363642,-61940.3636358,-86.78767498360655,1,11,2
Arhar/Tur,2015,Rabi       ,West Bengal,2837.0,2480,1717.0,447990.67,936.21,0.842727273,6200.0,71370.0,5224.9090926,-66145.0909074,-92.67912415216477,1,28,2
Castor seed,2015,Kharif     ,West Bengal,56.0,34,1717.0,8842.96,18.48,0.61,5300.0,40000.0,3233.0,-36767.0,-91.91749999999999,2,28,1
Coconut ,2015,Whole Year ,West Bengal,29513.0,373647500,1717.0,4660397.83,9739.29,12593.58421,11000.0,155836.0,138529426.31,138373590.31,88794.36735414153,3,28,4
Cotton(lint),2015,Kharif     ,West Bengal,451.0,1326,1717.0,71217.41,148.83,2.94,52000.0,82200.0,152880.0,70680.0,85.98540145985402,4,28,1
Arhar/Tur,2016,Kharif     ,Arunachal Pradesh,790.0,643,2933.7,121067.5,276.5,0.761428571,6200.0,71370.0,4720.857140200001,-66649.1428598,-93.38537601204989,1,1,1
Arhar/Tur,2016,Kharif     ,Bihar,20980.0,33173,1205.6,3215185.0,7343.0,1.667714286,6200.0,71370.0,10339.8285732,-61030.1714268,-85.51236013282892,1,3,1
Castor seed,2016,Kharif     ,Bihar,77.0,74,1205.6,11800.25,26.95,0.9875,5300.0,40000.0,5233.75,-34766.25,-86.91562499999999,2,3,1
Arhar/Tur,2016,Kharif     ,Chhattisgarh,63505.0,39056,1298.9,9732141.25,22226.75,0.592962963,6200.0,71370.0,3676.3703705999997,-67693.6296294,-94.84885754434637,1,4,1
Castor seed,2016,Kharif     ,Chhattisgarh,114.0,31,1298.9,17470.5,39.9,0.22,5300.0,40000.0,1166.0,-38834.0,-97.085,2,4,1
Cotton(lint),2016,Whole Year ,Chhattisgarh,79.0,147,1298.9,12106.75,27.65,2.162,52000.0,82200.0,112424.0,30224.0,36.76885644768856,4,4,4
Arhar/Tur,2016,Kharif     ,Gujarat,348245.0,394108,710.5,53368546.25,121885.75,1.145454545,6200.0,71370.0,7101.818179,-64268.181821,-90.04929497127644,1,7,1
Castor seed,2016,Kharif     ,Gujarat,543697.0,1126810,710.5,83321565.25,190293.95,2.026206897,5300.0,40000.0,10738.896554099998,-29261.1034459,-73.15275861475,2,7,1
Cotton(lint),2016,Kharif     ,Gujarat,2390944.0,5155549,710.5,366412168.0,836830.4,2.946333333,52000.0,82200.0,153209.333316,71009.333316,86.38605026277372,4,7,1
Arhar/Tur,2016,Kharif     ,Haryana,5600.0,4160,554.7,858200.0,1960.0,0.84,6200.0,71370.0,5208.0,-66162.0,-92.70281630937369,1,8,1
Castor seed,2016,Kharif     ,Haryana,1800.0,2000,554.7,275850.0,630.0,1.073333333,5300.0,40000.0,5688.666664899999,-34311.333335100004,-85.77833333775001,2,8,1
Cotton(lint),2016,Kharif     ,Haryana,571100.0,2046300,554.7,87521075.0,199885.0,3.212941176,52000.0,82200.0,167072.941152,84872.94115200001,103.2517532262774,4,8,1
Arhar/Tur,2016,Kharif     ,Himachal Pradesh,11.0,2,1373.9,1685.75,3.85,0.37,6200.0,71370.0,2294.0,-69076.0,-96.78576432674794,1,9,1
Cotton(lint),2016,Kharif     ,Himachal Pradesh,30.0,12,1373.9,4597.5,10.5,0.37,52000.0,82200.0,19240.0,-62960.0,-76.59367396593673,4,9,1
Arhar/Tur,2016,Kharif     ,Madhya Pradesh,692000.0,871000,1048.4,106049000.0,242200.0,1.214324324,6200.0,71370.0,7528.810808799999,-63841.1891912,-89.45101469973378,1,14,1
Cotton(lint),2016,Kharif     ,Madhya Pradesh,600000.0,947000,1048.4,91950000.0,210000.0,1.417,52000.0,82200.0,73684.0,-8516.0,-10.360097323600973,4,14,1
Arhar/Tur,2016,Kharif     ,Maharashtra,1435643.0,2089252,1151.1,220012289.8,502475.05,1.184411765,6200.0,71370.0,7343.352942999999,-64026.647057,-89.71086879220962,1,15,1
Castor seed,2016,Kharif     ,Maharashtra,7049.0,2074,1151.1,1080259.25,2467.15,0.379473684,5300.0,40000.0,2011.2105252,-37988.7894748,-94.97197368700002,2,15,1
Cotton(lint),2016,Kharif     ,Maharashtra,4212480.0,10754986,1151.1,645562560.0,1474368.0,2.6268,52000.0,82200.0,136593.59999999998,54393.59999999998,66.17226277372261,4,15,1
Arhar/Tur,2016,Kharif     ,Manipur,533.0,603,2039.8,81682.25,186.55,1.128888889,6200.0,71370.0,6999.1111118,-64370.8888882,-90.19320286983327,1,16,1
Arhar/Tur,2016,Kharif     ,Mizoram,272.0,266,2626.8,41684.0,95.2,1.191428571,6200.0,71370.0,7386.857140200001,-63983.1428598,-89.64991293232451,1,18,1
Arhar/Tur,2016,Rabi       ,Mizoram,46.0,41,2626.8,7049.5,16.1,0.89,6200.0,71370.0,5518.0,-65852.0,-92.26846013731259,1,18,2
Cotton(lint),2016,Kharif     ,Mizoram,71.0,24,2626.8,10880.75,24.85,0.426666667,52000.0,82200.0,22186.666684,-60013.333316000004,-73.00892130900245,4,18,1
Arhar/Tur,2016,Kharif     ,Nagaland,3200.0,2890,1959.8,490400.0,1120.0,0.901818182,6200.0,71370.0,5591.2727284,-65778.7272716,-92.16579413142777,1,19,1
Castor seed,2016,Kharif     ,Nagaland,340.0,230,1959.8,52105.0,119.0,0.624444444,5300.0,40000.0,3309.5555532,-36690.4444468,-91.726111117,2,19,1
Cotton(lint),2016,Kharif     ,Nagaland,130.0,80,1959.8,19922.5,45.5,0.615,52000.0,82200.0,31980.0,-50220.0,-61.09489051094891,4,19,1
Arhar/Tur,2016,Kharif     ,Punjab,5700.0,4900,635.9,873525.0,1995.0,0.902857143,6200.0,71370.0,5597.7142865999995,-65772.2857134,-92.15676854897015,1,22,1
Cotton(lint),2016,Kharif     ,Punjab,285000.0,1267000,635.9,43676250.0,99750.0,4.2325,52000.0,82200.0,220090.0,137890.0,167.74939172749393,4,22,1
Arhar/Tur,2016,Kharif     ,Telangana,386156.0,261118,942.6,59178407.0,135154.6,0.711,6200.0,71370.0,4408.2,-66961.8,-93.8234552332913,1,24,1
Arhar/Tur,2016,Rabi       ,Telangana,1289.0,1118,942.6,197539.25,451.15,0.728235294,6200.0,71370.0,4515.0588228,-66854.9411772,-93.67373010676755,1,24,2
Castor seed,2016,Kharif     ,Telangana,44442.0,26207,942.6,6810736.5,15554.7,0.538333333,5300.0,40000.0,2853.1666649,-37146.833335100004,-92.86708333775002,2,24,1
Castor seed,2016,Rabi       ,Telangana,466.0,272,942.6,71414.5,163.1,0.521666667,5300.0,40000.0,2764.8333350999997,-37235.1666649,-93.08791666225001,2,24,2
Cotton(lint),2016,Kharif     ,Telangana,1408760.0,3444408,942.6,215892470.0,493066.0,2.445666667,52000.0,82200.0,127174.666684,44974.666683999996,54.713706428223844,4,24,1
Arhar/Tur,2016,Kharif     ,Tripura,5350.0,3772,2475.3,819887.5,1872.5,0.70875,6200.0,71370.0,4394.25,-66975.75,-93.84300126103405,1,25,1
Cotton(lint),2016,Kharif     ,Tripura,870.0,1358,2475.3,133327.5,304.5,1.55125,52000.0,82200.0,80665.0,-1535.0,-1.8673965936739658,4,25,1
Arhar/Tur,2016,Kharif     ,Uttar Pradesh,337711.0,362858,965.3,51754210.75,118198.85,1.052222222,6200.0,71370.0,6523.777776399999,-64846.2222236,-90.85921566988931,1,26,1
Cotton(lint),2016,Kharif     ,Uttar Pradesh,5635.0,2018,965.3,863563.75,1972.25,0.357272727,52000.0,82200.0,18578.181804,-63621.818196,-77.39880559124087,4,26,1
Arhar/Tur,2016,Kharif     ,Uttarakhand,2488.0,2253,1580.9,381286.0,870.8,0.722,6200.0,71370.0,4476.4,-66893.6,-93.72789687543786,1,27,1
Arhar/Tur,2016,Rabi       ,Jharkhand,38099.0,79082,1296.3,5838671.75,13334.65,1.691363636,6200.0,71370.0,10486.4545432,-60883.5454568,-85.30691531007426,1,11,2
Arhar/Tur,2016,Rabi       ,West Bengal,2962.0,3700,1795.8,453926.5,1036.7,1.272857143,6200.0,71370.0,7891.7142865999995,-63478.2857134,-88.9425328757181,1,28,2
Castor seed,2016,Kharif     ,West Bengal,62.0,39,1795.8,9501.5,21.7,0.63,5300.0,40000.0,3339.0,-36661.0,-91.6525,2,28,1
Coconut ,2016,Whole Year ,West Bengal,29625.0,375400000,1795.8,4540031.25,10368.75,12686.74,11000.0,155836.0,139554140.0,139398304.0,89451.92638414745,3,28,4
Cotton(lint),2016,Kharif     ,West Bengal,275.0,872,1795.8,42143.75,96.25,3.17,52000.0,82200.0,164840.0,82640.0,100.5352798053528,4,28,1
Arhar/Tur,2017,Kharif     ,Arunachal Pradesh,806.0,665,2745.5,126896.64,306.28,0.777857143,6200.0,71370.0,4822.7142865999995,-66547.2857134,-93.24265897912287,1,1,1
Arhar/Tur,2017,Kharif     ,Bihar,18487.0,28627,1112.0,2910593.28,7025.06,1.773939394,6200.0,71370.0,10998.4242428,-60371.5757572,-84.58956950707581,1,3,1
Castor seed,2017,Kharif     ,Bihar,19.0,19,1112.0,2991.36,7.22,1.0,5300.0,40000.0,5300.0,-34700.0,-86.75,2,3,1
Arhar/Tur,2017,Kharif     ,Chhattisgarh,63245.0,25743,1124.5,9957292.8,24033.1,0.374814815,6200.0,71370.0,2323.851853,-69046.148147,-96.74393743449629,1,4,1
Castor seed,2017,Kharif     ,Chhattisgarh,6.0,2,1124.5,944.64,2.28,0.33,5300.0,40000.0,1749.0,-38251.0,-95.6275,2,4,1
Cotton(lint),2017,Whole Year ,Chhattisgarh,478.0,802,1124.5,75256.32,181.64,1.9925,52000.0,82200.0,103610.0,21410.0,26.046228710462287,4,4,4
Arhar/Tur,2017,Kharif     ,Gujarat,271192.0,337065,814.8,42696468.48,103052.96,1.295625,6200.0,71370.0,8032.875,-63337.125,-88.744745691467,1,7,1
Castor seed,2017,Kharif     ,Gujarat,585243.0,1487280,814.8,92140657.92,222392.34,2.466333333,5300.0,40000.0,13071.566664900001,-26928.4333351,-67.32108333775,2,7,1
Cotton(lint),2017,Kharif     ,Gujarat,2626487.0,10112737,814.8,413514113.3,998065.06,3.962,52000.0,82200.0,206024.0,123824.0,150.6374695863747,4,7,1
Arhar/Tur,2017,Kharif     ,Haryana,4410.0,5040,417.1,694310.4,1675.8,1.108333333,6200.0,71370.0,6871.6666646,-64498.3333354,-90.3717715222082,1,8,1
Castor seed,2017,Kharif     ,Haryana,900.0,900,417.1,141696.0,342.0,1.0,5300.0,40000.0,5300.0,-34700.0,-86.75,2,8,1
Cotton(lint),2017,Kharif     ,Haryana,668500.0,1622500,417.1,105248640.0,254030.0,2.69375,52000.0,82200.0,140075.0,57875.0,70.40754257907543,4,8,1
Arhar/Tur,2017,Kharif     ,Himachal Pradesh,45.0,23,1182.2,7084.8,17.1,0.5,6200.0,71370.0,3100.0,-68270.0,-95.6564382793891,1,9,1
Arhar/Tur,2017,Kharif     ,Jharkhand,245096.0,256859,1165.7,38587914.24,93136.48,1.065416667,6200.0,71370.0,6605.583335400001,-64764.4166646,-90.7445938974359,1,11,1
Castor seed,2017,Kharif     ,Jharkhand,153.0,57,1165.7,24088.32,58.14,0.483333333,5300.0,40000.0,2561.6666649,-37438.333335100004,-93.59583333775001,2,11,1
Arhar/Tur,2017,Kharif     ,Madhya Pradesh,646980.0,839400,800.0,101860531.2,245852.4,1.216956522,6200.0,71370.0,7545.130436400001,-63824.8695636,-89.42814847078604,1,14,1
Castor seed,2017,Kharif     ,Madhya Pradesh,8950.0,4970,800.0,1409088.0,3401.0,0.508,5300.0,40000.0,2692.4,-37307.6,-93.269,2,14,1
Cotton(lint),2017,Kharif     ,Madhya Pradesh,603190.0,953120,800.0,94966233.6,229212.2,1.484,52000.0,82200.0,77168.0,-5032.0,-6.121654501216545,4,14,1
Arhar/Tur,2017,Kharif     ,Maharashtra,1375105.0,1250678,1129.5,216496531.2,522539.9,0.813225806,6200.0,71370.0,5041.9999972000005,-66328.00000279999,-92.9354070376909,1,15,1
Castor seed,2017,Kharif     ,Maharashtra,6152.0,1368,1129.5,968570.88,2337.76,0.257,5300.0,40000.0,1362.1000000000001,-38637.9,-96.59475,2,15,1
Cotton(lint),2017,Kharif     ,Maharashtra,4350818.0,6093512,1129.5,684992785.9,1653310.84,1.647407407,52000.0,82200.0,85665.185164,3465.185163999995,4.215553727493911,4,15,1
Arhar/Tur,2017,Kharif     ,Manipur,527.0,595,1780.0,82970.88,200.26,1.128888889,6200.0,71370.0,6999.1111118,-64370.8888882,-90.19320286983327,1,16,1
Arhar/Tur,2017,Kharif     ,Mizoram,272.8,275,3865.8,42949.632,103.664,1.17125,6200.0,71370.0,7261.749999999999,-64108.25,-89.82520666946895,1,18,1
Arhar/Tur,2017,Rabi       ,Mizoram,50.0,46,3865.8,7872.0,19.0,1.13,6200.0,71370.0,7005.999999999999,-64364.0,-90.18355051141937,1,18,2
Cotton(lint),2017,Kharif     ,Mizoram,92.3,34,3865.8,14531.712,35.074,0.3975,52000.0,82200.0,20670.0,-61530.0,-74.85401459854015,4,18,1
Arhar/Tur,2017,Kharif     ,Nagaland,3200.0,2920,1722.1,503808.0,1216.0,0.91,6200.0,71370.0,5642.0,-65728.0,-92.09471766848816,1,19,1
Castor seed,2017,Kharif     ,Nagaland,350.0,240,1722.1,55104.0,133.0,0.624444444,5300.0,40000.0,3309.5555532,-36690.4444468,-91.726111117,2,19,1
Cotton(lint),2017,Kharif     ,Nagaland,130.0,80,1722.1,20467.2,49.4,0.615,52000.0,82200.0,31980.0,-50220.0,-61.09489051094891,4,19,1
Arhar/Tur,2017,Kharif     ,Punjab,2600.0,2700,497.5,409344.0,988.0,1.045454545,6200.0,71370.0,6481.818178999999,-64888.181821,-90.91800731539863,1,22,1
Cotton(lint),2017,Kharif     ,Punjab,291000.0,1283000,497.5,45815040.0,110580.0,4.1875,52000.0,82200.0,217750.0,135550.0,164.90267639902675,4,22,1
Arhar/Tur,2017,Kharif     ,Telangana,330021.0,263513,815.7,51958506.24,125407.98,0.782333333,6200.0,71370.0,4850.4666646,-66519.5333354,-93.20377376404653,1,24,1
Arhar/Tur,2017,Rabi       ,Telangana,338.0,244,815.7,53214.72,128.44,0.793636364,6200.0,71370.0,4920.5454568000005,-66449.4545432,-93.10558293848956,1,24,2
Castor seed,2017,Kharif     ,Telangana,27876.0,26131,815.7,4388797.44,10592.88,0.93,5300.0,40000.0,4929.0,-35071.0,-87.6775,2,24,1
Castor seed,2017,Rabi       ,Telangana,294.0,281,815.7,46287.36,111.72,0.92375,5300.0,40000.0,4895.875,-35104.125,-87.7603125,2,24,2
Cotton(lint),2017,Kharif     ,Telangana,1896993.0,5195470,815.7,298662577.9,720857.34,2.856333333,52000.0,82200.0,148529.333316,66329.333316,80.69261960583943,4,24,1
Arhar/Tur,2017,Kharif     ,Tripura,5590.0,4128,3326.8,880089.6,2124.2,0.73625,6200.0,71370.0,4564.75,-66805.25,-93.60410536640045,1,25,1
Cotton(lint),2017,Kharif     ,Tripura,805.0,1160,3326.8,126739.2,305.9,1.405,52000.0,82200.0,73060.0,-9140.0,-11.119221411192214,4,25,1
Arhar/Tur,2017,Kharif     ,Uttar Pradesh,282271.0,331672,652.1,44440746.24,107262.98,1.084507042,6200.0,71370.0,6723.9436604,-64646.0563396,-90.57875345327169,1,26,1
Cotton(lint),2017,Kharif     ,Uttar Pradesh,4150.0,1534,652.1,653376.0,1577.0,0.355555556,52000.0,82200.0,18488.888912,-63711.111088000005,-77.5074344136253,4,26,1
