Opportunity ID,Investment Type,Sector / Industry,Location,Funding Stage,Expected ROI (%),Risk Level,Minimum Investment (USD),Time Horizon (Years),IRR / CAGR,ESG Score,Last Updated
OPP07224,Real Estate,AgriTech,Goa,,31.24,High,29166.5,9,15.06,3.8,2025-01-10
OPP07226,Startup,AgriTech,Gujarat,Series C,5.94,Low,5191.44,6,14.2,6.8,2025-01-23
OPP07234,Real Estate,AgriTech,Haryana,,42.74,Medium,9410.42,9,6.81,3.2,2025-03-28
OPP07322,Real Estate,AgriTech,Meghalaya,,32.54,Medium,26709.72,6,26.92,1.8,2025-06-17
OPP07336,Real Estate,AgriTech,Haryana,,39.35,Medium,19541.11,3,7.08,3.8,2024-12-22
OPP07346,Startup,AgriTech,Tripura,Series C,17.95,High,7871.1,5,15.49,1.6,2024-07-26
OPP07407,Startup,AgriTech,Maharashtra,Series C,41.27,Medium,44384.45,6,27.16,8.4,2025-05-22
OPP07413,Real Estate,AgriTech,Uttar Pradesh,,40.58,Medium,15588.93,6,5.05,4.1,2024-07-26
OPP07437,Startup,AgriTech,Himachal Pradesh,Public,25.91,High,34380.82,2,26.88,3.8,2025-05-21
OPP07440,Real Estate,AgriTech,Haryana,,31.61,High,24934.18,3,18.82,5.5,2024-10-15
OPP07441,Startup,AgriTech,Goa,Series C,23.67,Medium,30166.08,1,18.05,1.5,2024-10-12
OPP07460,Startup,AgriTech,Manipur,Series B,27.54,Medium,23179.53,6,11.6,3.2,2025-03-11
OPP07505,Real Estate,AgriTech,Arunachal Pradesh,,21.34,High,34464.98,2,17.25,7.7,2025-06-21
OPP07523,Startup,AgriTech,Manipur,Series B,44.89,Low,39577.82,4,12.07,2.3,2024-11-23
OPP07548,Real Estate,AgriTech,Assam,,22.82,Medium,39573.62,2,18.57,9.2,2024-12-17
OPP07565,Real Estate,AgriTech,Himachal Pradesh,,11.85,Low,49116.24,3,26.5,6.7,2025-05-30
OPP07568,Startup,AgriTech,Tripura,Series B,11.74,High,46625.69,6,28.65,3.2,2024-08-28
OPP07573,Startup,AgriTech,Himachal Pradesh,Series A,29.71,Medium,39648.12,7,26.84,3.3,2024-12-03
OPP07575,Real Estate,AgriTech,Sikkim,,14.05,High,39031.65,2,7.14,7.4,2024-09-19
OPP07579,Real Estate,AgriTech,Maharashtra,,6.61,High,25680.28,9,6.16,7.7,2024-12-19
OPP07586,Startup,AgriTech,Uttarakhand,Series B,12.5,Low,49507.64,6,23.04,5.1,2024-12-13
OPP07589,Startup,AgriTech,Nagaland,Series C,38.26,High,49494.08,8,21.92,6.4,2025-06-29
OPP07629,Startup,AgriTech,Maharashtra,IPO,32.37,Medium,1057.6,9,12.69,1.4,2025-05-05
OPP07642,Real Estate,AgriTech,Rajasthan,,43.67,High,29993.32,3,26.8,6.2,2025-05-08
OPP07643,Startup,AgriTech,Maharashtra,IPO,25.94,Low,14296.59,9,24.7,5.5,2025-03-10
OPP07648,Real Estate,AgriTech,Rajasthan,,33.37,Medium,34385.77,10,26.54,1.6,2024-10-29
OPP07652,Startup,AgriTech,Punjab,Series B,25.77,Medium,4084.82,8,15.41,1.5,2024-07-31
OPP07668,Real Estate,AgriTech,Mizoram,,33.84,Low,36533.17,4,29.13,3.4,2025-04-13
OPP07670,Real Estate,AgriTech,Meghalaya,,34.45,High,46287.44,2,20.71,3.3,2024-11-03
OPP07690,Real Estate,AgriTech,Mizoram,,6.72,Medium,18503.91,5,22.19,1.3,2025-05-06
OPP07693,Real Estate,AgriTech,Rajasthan,,31.53,High,28164.13,2,11.31,3.9,2024-08-06
OPP07740,Startup,AgriTech,Telangana,IPO,42.84,High,10915.26,2,5.36,3.2,2024-08-19
OPP07775,Startup,AgriTech,Haryana,Seed,30.93,Low,15990.84,9,12.45,8.2,2025-02-15
OPP07783,Real Estate,AgriTech,Arunachal Pradesh,,16.76,Medium,4803.53,9,28.47,9.6,2025-01-20
OPP07799,Real Estate,AgriTech,Manipur,,7.27,Low,4939.89,5,6.04,5.4,2025-03-06
OPP07800,Real Estate,AgriTech,Mizoram,,39.1,Low,20039.97,4,24.68,7.0,2024-08-29
OPP07815,Startup,AgriTech,Tamil Nadu,Public,36.71,Low,2196.26,8,26.43,1.2,2025-01-08
OPP07834,Real Estate,AgriTech,Rajasthan,,23.92,High,31286.93,3,7.6,6.7,2025-06-18
OPP07836,Startup,AgriTech,Odisha,Public,21.63,Low,33417.92,7,18.02,5.7,2025-06-30
OPP07851,Startup,AgriTech,Sikkim,Series C,13.54,Low,17839.17,6,14.25,6.4,2025-03-01
OPP07852,Real Estate,AgriTech,Andhra Pradesh,,7.65,High,13493.19,5,5.69,9.3,2024-12-18
OPP07858,Startup,AgriTech,Maharashtra,Seed,10.38,Low,1331.61,7,17.3,1.9,2025-02-28
OPP07893,Startup,AgriTech,Rajasthan,Series A,31.42,Low,22596.63,2,24.86,9.5,2025-03-02
OPP07901,Real Estate,AgriTech,Karnataka,,11.47,High,29630.8,9,24.68,3.0,2024-09-14
OPP07903,Startup,AgriTech,Meghalaya,Series C,16.46,Medium,2026.86,3,24.43,3.8,2024-10-30
OPP07929,Real Estate,AgriTech,Goa,,15.98,Low,10395.76,8,28.3,2.6,2025-05-27
OPP07933,Real Estate,AgriTech,Kerala,,19.15,Medium,15532.52,1,15.49,9.1,2024-11-24
OPP07950,Startup,AgriTech,Karnataka,Series B,21.55,Low,11040.61,3,19.7,2.0,2024-09-05
OPP07954,Startup,AgriTech,Telangana,Seed,9.22,Low,36802.17,1,11.92,2.1,2025-06-25
OPP07961,Real Estate,AgriTech,Jharkhand,,24.9,Medium,10552.96,9,25.3,9.4,2025-04-29
OPP07989,Startup,AgriTech,Sikkim,Public,18.09,Medium,31522.54,3,7.37,3.7,2024-07-30
OPP07993,Real Estate,AgriTech,Sikkim,,27.38,High,15498.25,3,10.99,2.0,2024-12-22
OPP07999,Real Estate,AgriTech,Goa,,26.4,Medium,5677.41,8,27.25,1.5,2024-08-01
OPP08009,Startup,AgriTech,Bihar,IPO,20.99,Medium,35132.01,2,25.22,2.8,2024-07-12
OPP08020,Startup,AgriTech,Himachal Pradesh,Series C,16.05,High,46340.48,2,26.84,1.7,2024-10-25
OPP08023,Real Estate,AgriTech,Andhra Pradesh,,23.52,Medium,9579.16,10,29.31,2.5,2025-06-28
OPP08035,Real Estate,AgriTech,Goa,,39.32,High,44177.41,7,18.92,5.6,2025-03-29
OPP08057,Startup,AgriTech,Manipur,IPO,43.19,Low,41132.01,6,29.0,2.2,2024-08-11
OPP08066,Startup,AgriTech,Madhya Pradesh,Seed,22.65,Medium,40866.42,10,17.05,3.8,2024-08-20
OPP08069,Startup,AgriTech,West Bengal,IPO,30.22,Medium,14137.94,5,18.68,2.4,2024-09-23
OPP08092,Startup,AgriTech,Nagaland,Series C,27.44,High,30065.89,5,21.66,3.8,2024-11-12
OPP08095,Real Estate,AgriTech,Uttar Pradesh,,22.92,Medium,44442.09,6,8.36,9.7,2025-01-13
OPP08104,Real Estate,AgriTech,Gujarat,,43.14,High,8199.05,9,27.41,1.8,2024-11-29
OPP08123,Startup,AgriTech,Sikkim,Series A,8.83,High,35786.95,4,24.39,1.2,2024-08-23
OPP08143,Startup,AgriTech,Assam,Seed,22.56,Low,3120.09,1,8.13,6.9,2025-04-07
OPP08144,Startup,AgriTech,Haryana,Series B,16.78,High,48014.21,7,14.5,8.3,2025-05-14
OPP08157,Startup,AgriTech,Madhya Pradesh,Seed,14.98,Medium,44743.64,2,6.26,9.0,2024-11-16
OPP08161,Startup,AgriTech,Tamil Nadu,Series C,21.79,Low,7483.9,10,6.81,6.7,2025-05-22
OPP08163,Startup,AgriTech,Odisha,Seed,25.46,Medium,1212.62,3,22.77,6.3,2024-10-15
OPP08186,Startup,AgriTech,Goa,Series A,16.71,Low,28864.94,2,28.56,3.9,2024-09-15
OPP08211,Startup,AgriTech,Nagaland,Seed,41.68,High,48402.36,7,22.23,3.2,2024-09-02
OPP08214,Startup,AgriTech,Punjab,Seed,9.03,High,17034.62,1,5.92,4.7,2025-06-23
OPP08246,Startup,AgriTech,Nagaland,Series B,7.51,Medium,11852.55,9,8.88,9.4,2025-03-14
OPP08248,Real Estate,AgriTech,Goa,,31.55,Low,9262.05,8,26.48,8.7,2025-02-06
OPP08277,Real Estate,AgriTech,Mizoram,,35.25,High,36501.27,1,27.22,4.0,2024-07-17
OPP08298,Real Estate,AgriTech,Bihar,,40.55,High,35088.77,5,5.02,6.9,2025-05-16
OPP08302,Startup,AgriTech,Mizoram,Public,23.25,Low,39578.53,8,12.26,9.6,2025-03-21
OPP08335,Real Estate,AgriTech,Karnataka,,13.88,Medium,44399.75,2,8.83,9.4,2024-07-06
OPP08344,Real Estate,AgriTech,Jharkhand,,25.84,High,40263.48,1,17.58,1.4,2025-03-24
OPP08351,Startup,AgriTech,Karnataka,IPO,32.56,High,13080.36,1,28.67,3.5,2024-09-30
OPP08359,Real Estate,AgriTech,Himachal Pradesh,,32.61,Medium,6574.39,7,9.37,7.9,2024-09-01
OPP08396,Startup,AgriTech,Gujarat,Public,43.94,Low,18509.39,9,19.19,2.6,2025-01-30
OPP08416,Startup,AgriTech,Rajasthan,Seed,21.66,Low,29563.08,10,14.03,9.6,2025-04-02
OPP08425,Startup,AgriTech,Jharkhand,Seed,28.84,Medium,34946.56,7,11.77,2.2,2024-08-13
OPP08447,Real Estate,AgriTech,Sikkim,,30.95,Medium,36239.81,8,21.58,7.5,2025-03-19
OPP08450,Real Estate,AgriTech,Telangana,,43.62,Low,3804.55,8,9.14,7.3,2025-05-09
OPP08463,Real Estate,AgriTech,Tamil Nadu,,35.04,Low,25474.73,9,27.68,2.4,2025-06-11
OPP08555,Real Estate,AgriTech,Sikkim,,36.4,Low,8716.87,5,27.36,7.7,2024-10-28
OPP08562,Startup,AgriTech,Maharashtra,IPO,20.74,Medium,41885.59,4,19.64,6.3,2024-10-29
OPP08573,Real Estate,AgriTech,Gujarat,,36.37,Medium,31114.5,2,11.33,6.4,2024-07-22
OPP08574,Real Estate,AgriTech,Odisha,,35.9,High,8291.9,1,7.57,1.8,2025-03-27
OPP08593,Startup,AgriTech,Maharashtra,IPO,5.14,Low,22324.0,4,20.26,7.9,2025-02-12
OPP08601,Startup,AgriTech,Odisha,Series A,29.34,High,12830.05,10,27.94,2.4,2024-07-22
OPP08621,Startup,AgriTech,Sikkim,Series B,41.15,High,16165.83,8,5.52,9.4,2024-12-20
OPP08634,Real Estate,AgriTech,Gujarat,,5.12,Low,15340.94,7,20.17,1.0,2025-01-29
OPP08635,Real Estate,AgriTech,Tamil Nadu,,34.96,Low,1398.99,6,25.22,6.6,2025-03-11
OPP08643,Startup,AgriTech,Uttar Pradesh,Series B,9.16,Medium,9270.03,4,14.73,7.9,2024-11-09
OPP08654,Real Estate,AgriTech,Meghalaya,,25.06,Medium,45553.11,7,19.4,9.1,2025-01-20
OPP08669,Real Estate,AgriTech,Mizoram,,30.41,Low,31474.62,1,9.28,4.6,2025-04-18
OPP08670,Startup,AgriTech,Assam,Public,40.62,High,9346.36,1,11.87,1.0,2025-02-19
OPP08686,Real Estate,AgriTech,Manipur,,26.37,Low,31357.73,6,7.8,7.8,2024-10-19
OPP08692,Startup,AgriTech,Punjab,Series A,43.89,Low,43223.79,8,28.14,3.2,2024-07-20
OPP08702,Real Estate,AgriTech,Assam,,35.72,Low,21912.51,3,13.2,4.3,2025-01-25
OPP08717,Startup,AgriTech,Sikkim,Public,35.45,Low,29837.83,3,5.53,1.4,2025-01-12
OPP08719,Startup,AgriTech,Telangana,Series B,24.82,Medium,41761.32,3,9.85,9.5,2025-02-09
OPP08726,Real Estate,AgriTech,Assam,,6.04,Low,25479.65,8,12.35,8.4,2024-12-24
OPP08731,Startup,AgriTech,Uttar Pradesh,Seed,6.4,Medium,28279.92,8,7.81,9.5,2024-08-22
OPP08744,Startup,AgriTech,Kerala,Series B,34.97,Medium,32740.41,9,7.44,4.0,2024-08-26
OPP08745,Real Estate,AgriTech,Mizoram,,39.44,High,47155.42,1,22.74,6.4,2024-07-06
OPP08748,Startup,AgriTech,Tamil Nadu,Series C,30.27,High,49608.06,1,23.65,2.5,2024-12-22
OPP08752,Real Estate,AgriTech,Arunachal Pradesh,,16.02,Medium,3004.29,7,6.88,9.0,2025-03-15
OPP08783,Real Estate,AgriTech,Tamil Nadu,,29.23,Medium,40413.21,6,11.25,5.8,2024-07-19
OPP08796,Real Estate,AgriTech,Tamil Nadu,,6.8,Low,31767.06,10,17.23,6.5,2025-04-06
OPP08797,Startup,AgriTech,Chhattisgarh,IPO,33.08,High,25300.37,2,12.83,4.4,2024-08-02
OPP08799,Real Estate,AgriTech,West Bengal,,10.24,Low,13516.34,2,16.88,9.5,2024-11-09
OPP08849,Startup,AgriTech,Andhra Pradesh,IPO,19.02,Medium,42716.82,2,14.2,3.1,2025-01-25
OPP08869,Startup,AgriTech,Arunachal Pradesh,Seed,23.3,Low,20239.28,4,24.32,6.4,2024-09-19
OPP08882,Startup,AgriTech,Chhattisgarh,Series C,8.42,Low,46365.46,3,28.62,1.7,2025-05-12
OPP08906,Real Estate,AgriTech,Goa,,21.94,High,41905.99,3,11.33,8.6,2025-04-20
OPP08913,Real Estate,AgriTech,Rajasthan,,9.18,Medium,31563.0,2,16.5,5.7,2025-06-05
OPP08934,Startup,AgriTech,Rajasthan,Series A,22.48,Medium,26882.66,4,15.39,6.5,2024-08-16
OPP08942,Startup,AgriTech,Punjab,IPO,7.84,Medium,2119.19,3,23.62,7.4,2024-08-20
OPP08996,Startup,AgriTech,Arunachal Pradesh,IPO,10.08,Low,3769.24,7,8.8,8.2,2025-04-10
OPP08997,Startup,AgriTech,Uttarakhand,Public,42.51,Medium,16841.03,5,13.54,1.9,2025-05-26
OPP09011,Real Estate,AgriTech,Rajasthan,,24.03,High,48637.13,1,27.44,1.4,2024-11-25
OPP09014,Real Estate,AgriTech,Telangana,,24.65,High,16488.72,10,10.78,9.9,2025-06-26
OPP09025,Startup,AgriTech,Karnataka,Series B,39.94,High,30335.89,8,5.18,7.7,2024-10-08
OPP09037,Real Estate,AgriTech,Nagaland,,32.58,Medium,24686.66,9,29.14,5.1,2024-12-02
OPP09039,Real Estate,AgriTech,West Bengal,,19.28,Low,6147.03,7,19.81,5.0,2024-09-26
OPP09040,Startup,AgriTech,Maharashtra,IPO,20.56,Medium,21277.3,10,18.13,4.4,2024-11-29
OPP09042,Real Estate,AgriTech,Sikkim,,26.96,Medium,21990.97,9,15.83,7.8,2025-02-08
OPP09057,Startup,AgriTech,Tamil Nadu,Series C,23.99,Medium,2914.65,7,8.3,2.7,2024-09-28
OPP09059,Startup,AgriTech,Meghalaya,IPO,23.14,High,9202.35,5,22.72,6.3,2024-12-15
OPP09090,Startup,AgriTech,Meghalaya,Public,8.06,Low,7387.52,6,24.56,7.1,2024-12-26
OPP09091,Real Estate,AgriTech,Madhya Pradesh,,27.77,Low,43401.88,3,23.01,2.0,2024-12-19
OPP09114,Real Estate,AgriTech,Kerala,,28.55,Medium,33702.07,7,28.05,4.0,2024-08-19
OPP09150,Startup,AgriTech,Himachal Pradesh,Series C,23.54,High,40729.2,5,7.91,7.8,2025-05-15
OPP09151,Startup,AgriTech,Andhra Pradesh,Series A,30.38,Low,24706.96,1,18.31,2.3,2024-10-07
OPP09152,Real Estate,AgriTech,Tripura,,7.5,Low,31181.26,9,7.29,5.0,2025-02-12
OPP09163,Startup,AgriTech,Telangana,Public,41.15,Low,48995.68,2,22.67,6.6,2024-08-06
OPP09165,Startup,AgriTech,Mizoram,Series C,26.14,Medium,40386.92,3,15.59,1.1,2024-07-22
OPP09186,Startup,AgriTech,Haryana,Public,7.6,Medium,17047.97,1,17.25,2.8,2024-08-27
OPP09239,Startup,AgriTech,Chhattisgarh,Seed,43.66,Medium,4832.46,9,20.06,9.6,2024-09-03
OPP09250,Startup,AgriTech,Telangana,Series A,18.88,Medium,35366.72,9,25.34,3.3,2024-12-06
OPP09290,Startup,AgriTech,Punjab,Series A,16.96,Medium,32468.63,6,25.89,3.5,2025-05-30
OPP09311,Startup,AgriTech,Uttar Pradesh,IPO,37.76,High,4854.0,10,18.98,4.5,2024-09-18
OPP09356,Startup,AgriTech,Assam,IPO,43.72,High,21391.26,8,10.71,1.7,2025-01-31
OPP09451,Real Estate,AgriTech,Jharkhand,,35.88,Low,21927.89,4,29.16,9.9,2025-01-08
OPP09457,Startup,AgriTech,Goa,Public,35.54,Low,9010.54,10,19.83,9.6,2024-09-10
OPP09489,Real Estate,AgriTech,Punjab,,5.75,Medium,8715.98,3,26.74,6.5,2025-04-05
OPP09491,Startup,AgriTech,Telangana,Series A,36.91,Low,43358.46,3,24.5,3.0,2025-02-01
OPP09497,Startup,AgriTech,West Bengal,Seed,22.16,Medium,9008.87,4,21.92,3.2,2025-02-01
OPP09506,Startup,AgriTech,Telangana,Series A,39.05,Low,5999.59,10,9.06,2.9,2024-12-17
OPP09525,Startup,AgriTech,Jharkhand,IPO,6.2,Medium,19764.2,2,27.03,5.7,2025-04-24
OPP09536,Real Estate,AgriTech,Jharkhand,,17.73,High,9946.6,7,17.28,7.8,2024-09-02
OPP09552,Startup,AgriTech,Karnataka,IPO,9.08,High,15258.27,1,20.13,1.9,2025-03-11
OPP09567,Startup,AgriTech,Sikkim,Seed,5.28,High,7964.54,8,23.18,1.1,2024-08-07
OPP09574,Startup,AgriTech,Assam,IPO,37.55,High,41232.04,2,18.33,8.8,2024-07-30
OPP09585,Real Estate,AgriTech,Manipur,,8.8,High,18680.77,6,24.91,1.7,2025-05-31
OPP09600,Real Estate,AgriTech,Jharkhand,,38.0,Low,17813.63,5,25.6,4.0,2025-01-27
OPP09637,Startup,AgriTech,Uttarakhand,IPO,36.89,Medium,6398.74,7,22.24,1.8,2025-06-16
OPP09643,Real Estate,AgriTech,Assam,,41.83,Medium,15243.22,7,24.86,1.4,2025-02-23
OPP09645,Real Estate,AgriTech,Uttarakhand,,11.13,Low,1622.75,3,19.45,4.9,2024-08-29
OPP09667,Real Estate,AgriTech,Goa,,43.61,Medium,44604.72,1,24.84,1.7,2024-09-10
OPP09676,Startup,AgriTech,Punjab,Public,40.96,High,28049.94,3,9.95,4.4,2025-01-17
OPP09690,Startup,AgriTech,Himachal Pradesh,Public,38.1,Medium,19452.49,9,27.68,1.1,2024-08-05
OPP09691,Startup,AgriTech,Arunachal Pradesh,Series A,5.03,Medium,27083.45,7,24.64,7.7,2024-07-09
OPP09717,Startup,AgriTech,West Bengal,Seed,10.89,Medium,3652.69,7,10.31,2.6,2024-10-04
OPP09731,Real Estate,AgriTech,Arunachal Pradesh,,29.35,Medium,44613.96,5,8.67,5.6,2025-05-10
OPP09739,Startup,AgriTech,Odisha,Series B,21.15,Low,42970.62,3,10.31,9.4,2024-07-12
OPP09744,Real Estate,AgriTech,Rajasthan,,6.65,Low,26513.09,2,16.59,6.5,2025-02-17
OPP09772,Startup,AgriTech,Jharkhand,Public,33.81,Low,3327.25,6,21.17,9.6,2024-12-23
OPP09775,Real Estate,AgriTech,Andhra Pradesh,,26.69,High,6765.3,4,28.47,5.7,2025-02-19
OPP09804,Real Estate,AgriTech,Telangana,,32.97,Low,6585.78,10,14.86,2.7,2024-12-14
OPP09807,Startup,AgriTech,Rajasthan,Public,31.22,Medium,25334.64,4,22.7,5.8,2025-06-23
OPP09818,Real Estate,AgriTech,Sikkim,,36.54,Low,8300.48,6,26.8,6.6,2024-10-02
OPP09834,Real Estate,AgriTech,Uttar Pradesh,,36.39,High,12229.33,5,26.89,5.2,2024-12-03
OPP09837,Startup,AgriTech,West Bengal,Seed,26.14,Medium,12434.31,10,8.37,6.6,2025-07-02
OPP09854,Real Estate,AgriTech,Andhra Pradesh,,11.57,Medium,28511.87,1,23.49,8.6,2024-12-06
OPP09855,Startup,AgriTech,Arunachal Pradesh,IPO,13.57,High,40038.36,2,5.65,7.3,2025-01-07
OPP09882,Real Estate,AgriTech,Meghalaya,,22.15,High,39385.08,9,16.79,8.7,2025-06-12
OPP09896,Real Estate,AgriTech,Uttar Pradesh,,8.47,Low,49887.33,9,20.14,9.1,2024-11-02
OPP09946,Startup,AgriTech,Assam,Series B,17.45,High,11414.35,8,25.16,4.0,2025-02-05
OPP09961,Startup,AgriTech,Himachal Pradesh,Seed,40.67,Medium,7688.2,4,6.24,5.2,2025-01-06
OPP09977,Real Estate,AgriTech,Haryana,,29.26,High,2566.46,10,16.9,1.3,2025-03-17
OPP10004,Real Estate,AgriTech,West Bengal,,39.77,Low,49900.49,3,10.91,6.0,2024-07-07
OPP10008,Startup,AgriTech,Uttar Pradesh,Series C,30.18,Low,43428.69,9,8.01,2.7,2025-04-27
OPP10009,Real Estate,AgriTech,Madhya Pradesh,,35.62,High,7664.54,5,27.62,7.4,2025-01-15
OPP10027,Real Estate,AgriTech,Himachal Pradesh,,30.78,Medium,46941.76,9,9.67,5.3,2024-11-21
OPP10054,Startup,AgriTech,Tripura,Series B,37.68,High,42792.88,8,25.25,2.6,2024-09-18
OPP10060,Real Estate,AgriTech,Mizoram,,29.09,Low,8049.79,2,20.05,9.1,2024-11-18
OPP10097,Real Estate,AgriTech,Uttarakhand,,24.65,Low,1947.67,8,7.53,3.2,2024-09-15
OPP10115,Real Estate,AgriTech,Tripura,,36.87,Low,7134.01,3,11.62,7.8,2024-07-08
OPP10151,Startup,AgriTech,Nagaland,Seed,11.02,Low,19832.03,10,9.02,10.0,2025-04-17
OPP10155,Real Estate,AgriTech,Nagaland,,40.0,High,23674.57,2,28.75,8.4,2025-01-22
OPP10188,Startup,AgriTech,Tamil Nadu,Public,33.47,Medium,23189.34,8,8.62,8.9,2024-07-08
OPP10223,Startup,AgriTech,Odisha,IPO,40.95,Low,33407.67,2,7.53,10.0,2024-09-03
OPP10231,Real Estate,AgriTech,Uttar Pradesh,,17.59,Low,33762.87,3,10.7,2.2,2024-10-25
OPP10246,Real Estate,AgriTech,Manipur,,42.27,Low,11161.89,2,5.14,6.3,2025-03-10
OPP10271,Startup,AgriTech,Punjab,Seed,18.55,Medium,45084.16,5,23.41,9.6,2024-11-18
OPP10329,Real Estate,AgriTech,Maharashtra,,15.67,High,12859.42,8,26.1,6.8,2025-05-15
OPP10331,Real Estate,AgriTech,Haryana,,42.84,Medium,7549.18,9,8.02,9.3,2024-12-22
OPP10337,Real Estate,AgriTech,Maharashtra,,27.58,Medium,16831.27,5,26.92,9.8,2024-09-03
OPP10364,Real Estate,AgriTech,Sikkim,,29.26,Medium,31775.28,4,19.91,7.1,2025-02-20
OPP10368,Startup,AgriTech,Punjab,Seed,14.72,Medium,38495.22,8,29.16,8.1,2024-08-26
OPP10394,Startup,AgriTech,Punjab,Seed,21.41,Medium,8984.31,5,7.11,2.3,2024-07-28
OPP10407,Startup,AgriTech,Chhattisgarh,Series B,34.88,Low,13813.85,2,16.79,8.8,2024-09-29
OPP10411,Startup,AgriTech,Goa,Series C,10.54,Low,7476.0,1,10.28,1.8,2025-04-27
OPP10419,Startup,AgriTech,Chhattisgarh,Series B,33.02,Low,41165.83,8,16.43,1.4,2025-05-03
OPP10421,Startup,AgriTech,Andhra Pradesh,Series A,9.28,Medium,25694.82,9,6.7,1.6,2025-03-11
OPP10422,Real Estate,AgriTech,Rajasthan,,26.16,Low,28505.79,1,16.29,8.9,2024-07-26
OPP10445,Startup,AgriTech,West Bengal,Seed,27.3,Low,30658.21,5,25.15,7.6,2024-07-11
OPP10453,Startup,AgriTech,Manipur,Public,44.16,High,44807.88,8,27.88,6.2,2024-08-22
OPP10460,Real Estate,AgriTech,Andhra Pradesh,,19.44,Medium,40975.74,10,29.68,3.8,2024-09-05
OPP10465,Startup,AgriTech,Maharashtra,Series A,26.13,High,21700.73,7,5.71,5.3,2025-01-15
OPP10469,Startup,AgriTech,Punjab,Series C,14.47,Medium,24035.3,2,9.75,5.2,2025-04-09
OPP10489,Startup,AgriTech,Rajasthan,Series A,5.36,Medium,48834.09,3,22.19,4.8,2025-03-14
OPP10499,Real Estate,AgriTech,Tamil Nadu,,25.89,Medium,37512.06,9,8.12,1.6,2025-04-29
OPP10529,Startup,AgriTech,Mizoram,Seed,17.29,Medium,22246.15,6,6.13,9.0,2025-05-13
OPP10574,Real Estate,AgriTech,Meghalaya,,20.31,Low,7480.68,8,18.96,9.9,2024-10-21
OPP10575,Startup,AgriTech,Chhattisgarh,Public,21.89,Medium,15183.21,5,23.7,9.8,2024-10-22
OPP10580,Real Estate,AgriTech,Andhra Pradesh,,13.91,High,45477.62,2,10.14,8.5,2025-02-16
OPP10581,Real Estate,AgriTech,Mizoram,,7.5,High,32514.5,9,11.17,4.2,2024-10-21
OPP10615,Startup,AgriTech,Meghalaya,Seed,35.98,Medium,23766.89,2,7.8,3.1,2025-02-07
OPP10661,Startup,AgriTech,Karnataka,Series A,22.37,Low,43915.91,5,27.02,2.0,2025-06-18
OPP10667,Real Estate,AgriTech,Telangana,,40.79,High,35649.73,7,14.39,6.8,2024-12-07
OPP10710,Startup,AgriTech,Tamil Nadu,Series A,41.49,Low,3030.47,1,28.58,9.0,2025-04-26
OPP10723,Real Estate,AgriTech,Mizoram,,30.56,High,37649.16,4,25.67,1.2,2024-09-13
OPP10750,Real Estate,AgriTech,West Bengal,,11.67,Low,5271.09,9,29.39,1.9,2024-07-31
OPP10789,Real Estate,AgriTech,Meghalaya,,14.53,Medium,12894.88,5,5.31,3.3,2025-01-02
OPP10808,Real Estate,AgriTech,Assam,,17.25,Medium,30889.23,5,8.19,3.9,2025-02-04
OPP10814,Real Estate,AgriTech,West Bengal,,44.61,Medium,15949.93,6,16.41,4.5,2025-04-26
OPP10818,Startup,AgriTech,Nagaland,Public,36.15,Low,25324.68,8,9.43,5.6,2024-12-11
OPP10822,Real Estate,AgriTech,Punjab,,13.3,High,11288.94,5,23.33,9.7,2024-10-24
OPP10824,Real Estate,AgriTech,Kerala,,10.68,Medium,5959.54,6,27.14,3.4,2024-08-09
OPP10827,Real Estate,AgriTech,Chhattisgarh,,13.2,High,12847.68,6,23.76,7.0,2025-02-08
OPP10854,Startup,AgriTech,Manipur,Public,23.81,High,37448.95,10,5.43,5.0,2024-10-03
OPP10895,Real Estate,AgriTech,Telangana,,34.98,Low,40318.34,8,28.86,2.9,2024-12-12
OPP10937,Startup,AgriTech,Mizoram,Series C,21.42,Low,12823.29,2,25.69,9.7,2025-06-18
OPP10957,Startup,AgriTech,Punjab,Seed,30.64,Medium,27568.99,8,27.69,3.7,2025-01-18
OPP10970,Real Estate,AgriTech,Uttar Pradesh,,10.44,Low,27315.01,4,26.77,9.5,2024-07-10
OPP10988,Real Estate,AgriTech,Gujarat,,26.92,Low,44552.31,1,14.87,5.0,2024-10-02
OPP11019,Real Estate,AgriTech,Meghalaya,,37.45,High,33450.71,2,25.03,1.5,2024-08-02
OPP11021,Startup,AgriTech,Meghalaya,Series C,26.69,High,40933.94,8,16.73,1.2,2024-11-20
OPP11027,Real Estate,AgriTech,Manipur,,27.64,High,24553.78,8,11.82,2.7,2025-04-16
OPP11038,Real Estate,AgriTech,West Bengal,,18.34,Low,25617.91,8,17.96,5.4,2025-05-27
OPP11043,Real Estate,AgriTech,Himachal Pradesh,,30.2,High,43895.45,6,15.74,9.9,2024-07-18
OPP11044,Startup,AgriTech,Rajasthan,Series A,34.47,Medium,37564.82,10,24.24,2.3,2024-09-08
OPP11059,Real Estate,AgriTech,Bihar,,35.74,High,41127.79,9,19.46,5.7,2024-09-30
OPP11070,Real Estate,AgriTech,Andhra Pradesh,,15.44,High,14807.28,9,29.98,6.8,2025-03-12
OPP11082,Real Estate,AgriTech,Punjab,,12.82,Medium,45227.57,10,14.88,5.9,2024-10-18
